Wellbore,Report Creation Time,Start Time,End Time,End Depth mMD,Main - Sub Activity,State,Remark
15_9F12013,2018-05-03 13:50,10:30,11:30,776.0,drilling -- survey,ok,Ran in hole with wireline gyro and performed survey. Pulled out of hole with wireline gyro.
15_9F12013,2018-05-03 13:50,20:30,21:45,2584.0,formation evaluation -- log,ok,"Circulated bottoms up with 2430 liter/min, 218 bar, 130 rpm."
15_9F12013,2018-05-03 13:50,11:30,13:00,776.0,drilling -- survey,ok,"Made up top drive and performed MWD surveys at 776m MD, 757m MD and 739m MD. Performed MWD check survey"
15_9F12013,2018-05-03 13:50,13:00,14:30,817.0,drilling -- drill,ok,"Drilled and orientated 26"" hole from 776m to 817m with 4000 lpm, 132-133 bar, 60 rpm, 10-14 kNm, WOB 8-11 MT."
15_9F12013,2018-05-03 13:50,14:30,15:15,817.0,drilling -- other,ok,Rigged down wireline equipment and laid down to deck.
15_9F12013,2018-05-03 13:50,15:15,19:45,897.0,drilling -- drill,ok,"Drilled and orientated 26"" hole from 817m to 880m with 4000 lpm, 133-137 bar, 0-60 rpm, 11-17 kNm, WOB 10-14 MT."
15_9F12013,2018-05-03 13:50,19:45,00:00,1034.0,drilling -- drill,ok,"Drilled and orientated 26"" hole from 880m to 1034m with 4000-4500 lpm, 133-170 bar, 0 rpm, 0 kNm, WOB 4-6 MT."
15_9F12013,2018-05-03 13:50,21:00,00:00,1510.0,drilling -- drill,ok,"Drilled and oriented 17 1/2"" hole from 1440m MD to 1510m MD with 4100-4400 lpm, 228-257 bar, 120 rpm, 8-15 kNm,  1.41 sg ECD."
15_9F12013,2018-05-03 13:50,20:30,21:00,1440.0,drilling -- ream,ok,"Observed 20MT overpull when picking up pipe for connection. Reamed area with 4100 lpm, 225 bar, 60 rpm and 9-11 kNm."
15_9F12013,2018-05-03 13:50,15:15,20:30,1440.0,drilling -- drill,ok,"Drilled and oriented 17 1/2"" hole from 1354m MD to 1440m MD with 3800-4100 lpm, 150-228 bar, 120 rpm, 9-15 kNm,  1.41 sg ECD."
15_9F12013,2018-05-03 13:50,13:00,13:30,1358.0,drilling -- drill,ok,"Drilled 3 meters of new formation from 1355m MD to 1358m MD with 4200 lpm, 229 bar, 60 rpm and 7-11 kNm."
15_9F12013,2018-05-03 13:50,09:00,13:00,1355.0,drilling -- drill,ok,"Drilled cement in shoetrack from 1321m MD to 1348m MD with 3800 lpm, 120 bar, 60-80 rpm and 8-16 kNm. Drilled and reamed through shoe and rat hole"
15_9F12013,2018-05-03 13:50,08:15,09:00,1321.0,drilling -- trip,ok,Engaged top drive. Washed in hole from 1281m MD to 1321m MD. Tagged hard cement at 1321m MD with 10MT.
15_9F12013,2018-05-03 13:50,07:30,08:15,1281.0,drilling -- trip,ok,"Ran in hole with 17 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 1000m MD to 1281m MD."
15_9F12013,2018-05-03 13:50,02:45,03:30,655.0,drilling -- survey,ok,Ran in hole with wireline gyro and performed survey. Pulled out of hole with wireline gyro.
15_9F12013,2018-05-03 13:50,23:00,00:00,1800.0,drilling -- trip,ok,"POOH with 8 1/2"" BHA on 5 1/2"" DP from 2584 m to 1800 m."
15_9F12013,2018-05-03 13:50,17:45,00:00,2438.0,drilling -- drill,ok,"Drilled and oriented 17 1/2"" hole from 2369 m MD to 2438 m MD with 4430 liter/min, 282 - 292 bar, 140-160 rpm, 15-24 kNm,  WOB 15-20 Ton, 1,39 - 1,41 sg ECD."
15_9F12013,2018-05-03 13:50,22:15,22:30,2584.0,drilling -- bop activities,ok,Function tested BOP.
15_9F12013,2018-05-03 13:50,22:30,23:00,2584.0,drilling -- trip,ok,"Pumped 4 m3 1,56 sg slug with 1000 liter/min, 22 bar."
15_9F122007,2018-05-03 13:51,06:00,12:00,618.0,drilling -- drill,ok,"Drilled 8 1/2"" pilot hole from 525 m to 618 mMD, 2250 lpm/115 bar, 120 rpm/1-6 kNm, 2-15 MT wob, ECD 1.21-1.23 SG. Limited 30 m/hr according to program. RO"
15_9F122007,2018-05-03 13:51,06:00,07:15,2647.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2640 m to 2647 m MD with 1.34 sg OBM, 3300 lpm, 202 bar, 180 rpm, 31-32 kNm, 0-1 MT WOB, ECD 1.37, ROP 5 m/hr. Down linked and performed survey as"
15_9F122007,2018-05-03 13:51,04:45,06:00,2640.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2616 m to 2640 m MD with 1.35 sg OBM, 3270 lpm, 189 bar, 180 rpm, 30 kNm, 2-3 MT WOB, ECD 1.37, ROP 20 m/hr. Down linked and performed survey as r"
15_9F122007,2018-05-03 13:51,08:00,08:15,1355.0,drilling -- drill,ok,"Pulled back into 20"" casing without pumping."
15_9F122007,2018-05-03 13:51,06:00,07:00,1372.0,drilling -- drill,ok,"Drilled from 1367,5 m to 1372 m MD with reduced ROP due to problems with cold mud overflowing the shakers."
15_9F122007,2018-05-03 13:51,00:00,01:00,1358.0,drilling -- drill,ok,Continued drilling cement in shoetrack from 1355 m to 1358 m MD. Drilling parameters 4000 lpm / SPP 130 bar / 90 rpm / 3-5 MT WOB / Torque 16 kNm.
15_9F122007,2018-05-03 13:51,05:00,05:15,0.0,moving -- skid,ok,Skidded the cantilever 1.5 metres to SB.
15_9F122007,2018-05-03 13:51,00:00,04:00,0.0,drilling -- drill,ok,"Cont. M/U 26"" BHA and RIH same. ROV monitored BHA entering funnel. RIH to one std above expected top cmt plug"
15_9F122007,2018-05-03 13:51,04:00,06:00,280.0,drilling -- drill,ok,"Held tool box meeting with all invovled personel. Started RIH with 40 rpm and 3660 lpm. Tagged cmt at 257 m. Continued drilling from 257m  to 280m 40 rpm, 3660lpm and 2 - 4"
15_9F122007,2018-05-03 13:51,06:00,10:00,335.0,drilling -- drill,ok,"Drilled 26"" hole from 280m to 335 m. 50 ROP, 40 rpm, 3660 lpm 2 -4 MT WOB. Pumped 30m³ 1.4 SG Pill 1990 lpm, 72 bars SPP, 40 rpm, 1-3 KNm TQ."
15_9F122007,2018-05-03 13:51,10:00,13:45,225.0,drilling -- wait,ok,Pulled out of hole to 225m. Stand-by due to prioity of Siemens to upgrads software. Meanwhile perform check of TDS for loose items.
15_9F122007,2018-05-03 13:51,03:15,05:00,0.0,moving -- skid,ok,Prepared Rig for skidding and skidded rig from F7 to F12
15_9F122007,2018-05-03 13:51,01:15,04:15,2616.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2576 m to 2616 m MD with 1.35 sg OBM, 3340 lpm, 200 bar, 180 rpm, 30 kNm, 2-3 MT WOB, ECD 1.365, ROP 20-25 m/hr. Down linked and performed survey"
15_9F122007,2018-05-03 13:51,17:45,19:00,1342.0,drilling -- trip,ok,"Continued RIH w/ 8½"" BHA on 5"" DP F/935m T/1342m, M/U to TDS and filled the pipe."
15_9F122007,2018-05-03 13:51,19:00,20:15,1342.0,drilling -- drill,ok,"Performed choke drill. Held tool box talk w/ night shift prior to RIH w/ 8½"" BHA on 5"" DP."
15_9F122007,2018-05-03 13:51,08:30,18:00,2740.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2647 m to 2740 m MD with 1.35 sg OBM, 3300-3500 lpm, 199-230 bar, 140-180 rpm, 28-44 kNm, 6-8 MT WOB, ECD 1.37, ROP 10-40 m/hr. Down linked and p"
15_9F122007,2018-05-03 13:51,21:15,22:00,1586.0,drilling -- drill,ok,"Changed out surface handling equipment to run w/ 5½"" DP."
15_9F122007,2018-05-03 13:51,00:00,00:30,0.0,drilling -- casing,ok,Continue LO cement head assembly.
15_9F122007,2018-05-03 13:51,13:45,16:15,376.0,drilling -- drill,ok,"Drilled 26"" hole from 335m to 376 m.40 ROP, 40 rpm, 3660 lpm, 88 bars SPP, 2 -4 MT WOB. Taking survay as required."
15_9F122007,2018-05-03 13:51,18:15,20:15,370.0,drilling -- drill,ok,"Investigated incident with 3 1/2"" DP. Meanwhile circulated and reciprocate pipe, 3000 lpm 54,5 bars SPP, up/down weight 110/108 MT."
15_9F122007,2018-05-03 13:51,20:15,21:00,370.0,drilling -- drill,ok,Stopped rig pumps. Connected CTS hose to ROV and started same.
15_9F122007,2018-05-03 13:51,21:00,00:00,431.0,drilling -- drill,ok,"Drilled 26"" hole from 376 m to 431 m. 40 rpm, 3660 lpm, 88 bars SPP, 2 -4 MT WOB. Taking survay as required. Sweep 15 m³ Hi-vis pill 3 times every std."
15_9F122007,2018-05-03 13:51,22:00,23:45,1586.0,drilling -- trip,ok,"Trouble shot PS-21 slips, could not rectify problem in table, changed out slips to PS-30 slips."
15_9F122007,2018-05-03 13:51,08:15,10:00,1355.0,drilling -- drill,ok,"Circulated and conditioned mud with bit inside 20"" casing. Changed shaker screens to 145 mesh. Established flowrate of 4500 lpm."
15_9F122007,2018-05-03 13:51,23:45,00:00,1646.0,drilling -- drill,ok,"Continued RIH w/ 8½"" BHA on 5½"" DP F/1586m T/1646m."
15_9F122007,2018-05-03 13:51,00:00,02:00,467.0,drilling -- drill,ok,"Drilled 8 1/2"" pilot hole from 415 m to 467 mMD, 2272 lpm, 116 bar, 120 rpm, 2-3 kNm, 1-3 MT wob, ECD 1.23-1.25 SG, ROP 36 m/hr."
15_9F122007,2018-05-03 13:51,02:15,03:00,473.0,drilling -- drill,ok,"Drilled 8 1/2"" pilot hole from 467 m to 473 mMD, 2272 lpm, 116 bar, 120 rpm, 2-3 kNm, 1-2 MT wob, ECD 1.25 SG, ROP 37 m/hr. Observed gain of 1 m3 in active."
15_9F122007,2018-05-03 13:51,04:00,06:00,525.0,drilling -- drill,ok,"Drilled 8 1/2"" pilot hole from 476 m to 525 mMD, 2272 lpm, 116 bar, 120 rpm, 2-3 kNm, 1-2 MT wob, ECD 1.23 SG. Reduced ROP from 36 m/hr to 30 m/hr at 500 m"
15_9F122007,2018-05-03 13:51,13:30,14:30,578.0,drilling -- drill,ok,"MU TDS, rotated 10 rpm and flow checked well. Total loss 140 l over 1.5 hr. Meanwhile checked rollers and dies on AFT PRS."
15_9F122007,2018-05-03 13:51,20:15,21:15,1586.0,drilling -- drill,ok,"Continued RIH w/ 8½"" BHA on 5"" DP F/1341m T/1586m, M/U to TDS and filled the pipe."
15_9F122007,2018-05-03 13:51,00:00,06:00,250.0,drilling -- drill,ok,"Continued drillig 36"" hole section from 221 m to 250 m MD. Drilling parameters : Rotation 80 rpm /  WOB 3-5 MT / Flow 4500 lpm / Torque 6-13 kNm. Swept ho"
15_9F122007,2018-05-03 13:51,06:00,19:45,2955.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2872 m to 2955 m MD with 1.35 sg OBM, 3560 lpm, 230-235 bar, 150 rpm, 20-45 kNm, 8-9 MT WOB, ECD 1.38-1.39, ROP 5-9 m/hr. Down linked and perf"
15_9F122007,2018-05-03 13:51,07:00,07:15,0.0,drilling -- trip,ok,"Held tool box meeting prior to P/U 8½"" drill assy."
15_9F122007,2018-05-03 13:51,06:00,07:00,0.0,drilling -- bop/wellhead equipment,ok,Continued testing of the stand pipe 25/345 bars 5/10 mins. Tested Choke manifold 25/345 bars 5/10 mins
15_9F122007,2018-05-03 13:51,05:00,06:00,0.0,drilling -- bop/wellhead equipment,ok,"L/O 8 1/4"" DC's and jar. Simultaneously tested stand pipe 25/345 bars 5/10 mins."
15_9F122007,2018-05-03 13:51,03:45,05:00,0.0,drilling -- casing,ok,Bled of pressure through rig floor stand pipe manifold in stages. Total returns 3.75 m³.
15_9F122007,2018-05-03 13:51,01:45,03:45,0.0,drilling -- casing,ok,"Held tool box talk prior to leak test well. Lined up and leak tested 9 5/8"" Liner and Liner Hanger 25/310 bars 5/10 min, w/ 1.4 SG OBM 4.3m³"
15_9F122007,2018-05-03 13:51,19:30,00:00,96.0,drilling -- casing,ok,"Ran 30"" conductor shoe joint, 6 x intermediate joints and ST-2 x RL-4 x-over from RT to 96 m MD. Checked float - ok."
15_9F122007,2018-05-03 13:51,18:30,19:30,0.0,drilling -- casing,ok,Halted operations due to PORT FWD crane down.
15_9F122007,2018-05-03 13:51,23:30,00:00,1431.0,drilling -- drill,ok,Continued cycling rate at 3800/4500 lpm to set Powerdrive. Continued drilling from 1422 m to 1431 m MD.
15_9F122007,2018-05-03 13:51,07:15,09:00,0.0,drilling -- trip,ok,"Commenced P/U 8½"" BHA. Simultaneously testing mainfold 25/345 bars 5/10 mins."
15_9F122007,2018-05-03 13:51,22:30,23:00,1422.0,drilling -- drill,ok,Started setting Powerdrive for corrections needed according to directional plan. Cycled rate 3800/4500 lpm. Had overload of cuttings conveyer belt which was shut down by saf
15_9F122007,2018-05-03 13:51,17:30,18:30,0.0,drilling -- casing,ok,"Held toolbox talk prior to running 30"" conductor. Deck crew recieved helicopter."
15_9F122007,2018-05-03 13:51,00:00,01:45,0.0,drilling -- bop activities,ok,"POOH and laid out test assy. Checked seals on test plug, found in perfect condition. Cleared rig floor."
15_9F122007,2018-05-03 13:51,15:30,17:30,0.0,drilling -- casing,ok,"Rigged up 30"" conductor handling/running equipment."
15_9F122007,2018-05-03 13:51,18:45,22:30,1422.0,drilling -- drill,ok,"Drilled 17 1/2"" section from 1372 m to 1422 m MD. Inserted and drilled with 1 singel to complete tally. Drilling parameters : Flow 4500 lpm / SPP 235 bar / 120 rpm / 10 MT WO"
15_9F122007,2018-05-03 13:51,17:15,18:45,1355.0,drilling -- drill,ok,Lined up pumps and flowline for drilling. Stepped up rate to 4500 lpm. Cycled flowrates 3800/4500 lpm to set Powerdrive according to instructions from DD. Fast procedure
15_9F122007,2018-05-03 13:51,10:00,10:15,1355.0,drilling -- drill,ok,"Lined up cement unit down standpipe and kill line. Flushed lines with mud prior to XLOT. Closed BOP on 5 1/2"" DP."
15_9F122007,2018-05-03 13:51,15:15,15:30,0.0,drilling -- casing,ok,"Held toolbox talk prior to rigging up 30"" conductor handling/running equipment."
15_9F122007,2018-05-03 13:51,14:15,15:15,0.0,drilling -- other,ok,Performed FG inspection of TDS and derrick.
15_9F122007,2018-05-03 13:51,13:30,14:15,0.0,drilling -- trip,ok,"Broke out an laid down MWD. Laid out 36"" hole opener BHA, lifted same to maindeck for backload."
15_9F122007,2018-05-03 13:51,09:00,09:15,0.0,drilling -- trip,ok,Cleared and cleaned rig floor.
15_9F122007,2018-05-03 13:51,10:15,10:30,150.0,drilling -- drill,ok,"Topped up well by pumping 5 m3 of 1,40 sg WBM."
15_9F122007,2018-05-03 13:51,09:15,10:15,150.0,drilling -- drill,ok,"POOH with 36"" hole opener BHA on 5 1/2"" HWDP to 150 m MD."
15_9F122007,2018-05-03 13:51,06:00,07:45,258.0,drilling -- drill,ok,"Continued drilling 36"" hole section from 250 to 258 m MD. Drilling parameters : Rotation 80 rpm / WOB 5 MT / flow 4500 lpm / Torque 3-7 kNm."
15_9F122007,2018-05-03 13:51,09:15,12:00,0.0,drilling -- drill,ok,Changed out saver sub and torqued to 87 kNm.
15_9F122007,2018-05-03 13:51,12:00,13:15,43.0,drilling -- trip,ok,"Continued P/U 8½"" BHA and RIH F/0 T/ 43m. Loaded radio active source into Ecoscope."
15_9F122007,2018-05-03 13:51,13:15,15:30,120.0,drilling -- trip,ok,"Continued P/U 8½"" BHA and RIH F/43m T/ 120m. Changed out master bushing to PS-21 slips."
15_9F122007,2018-05-03 13:51,15:30,17:15,935.0,drilling -- drill,ok,"RIH w/ 8½"" BHA on 5"" DP F/120m T/935m."
15_9F122007,2018-05-03 13:51,17:15,17:45,935.0,drilling -- drill,ok,"M/U to TDS and filled the pipe, tested the MWD tool @ 1700 lpm, 76 spm, 101 bars."
15_9F122007,2018-05-03 13:51,00:00,06:00,2872.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2842 m to 2872 m MD with 1.35 sg OBM, 3560 lpm, 220-224 bar, 150 rpm, 30-37 kNm, 7-10 MT WOB, ECD 1.38, ROP 2-9 m/hr. Down linked and perform"
15_9F122007,2018-05-03 13:51,23:45,00:00,2964.0,drilling -- drill,ok,"Drilled 12 1/4"" hole from 2855 m to 2965 m MD with 1.35 sg OBM, 3430 lpm, 215 bar, 150 rpm, 20-45 kNm, 8-9 MT WOB, ECD 1.38-1.39, ROP 5-9 m/hr."
15_9F122007,2018-05-03 13:51,10:30,13:30,30.0,drilling -- trip,ok,"Continued to POOH with 36"" hole opener BHA. Racked back 5 1/2"" HWDP and DC."
15_9F122007,2018-05-03 13:51,00:00,01:15,1369.0,drilling -- drill,ok,"Continued circulate out 1.5 btms up w/ SW. 5500 lpm, 226 bars. 80 rpm. Rotated & reciprocated pipe F /1369m T/ 1355m."
15_9F122007,2018-05-03 13:51,06:00,07:00,0.0,drilling -- casing,ok,"Continued rigging up for running 20"" casing."
15_9F122007,2018-05-03 13:51,11:15,11:45,1062.0,drilling -- casing,ok,"Made up 4½"" IF to 5½"" FH X-O. M/U string to TDS, filled string prior to pressure testing of the 7"" liner."
15_9F122007,2018-05-03 13:51,08:00,11:15,1062.0,drilling -- casing,ok,"Changed elevator inserts to 5"" DP. P/O 9 5/8"" Razor Back Scraper pick up weight 80 MT. Re-dressed PS-21 and Iron roughneck to 5"" DP. Removed HTS rollers. RIH with 5"" D"
15_9F122007,2018-05-03 13:51,06:00,08:00,450.0,drilling -- casing,ok,"Continued RIH with clean out assy. on 3½"" DP from 280 to 450m"
15_9F122007,2018-05-03 13:51,02:45,06:00,280.0,drilling -- casing,ok,"M/U 7"" liner clean out assy. w/ 6"" bit and 7"" scaper. RIH on 3½"" DP from surface to 280m"
15_9F122007,2018-05-03 13:51,02:00,02:45,0.0,drilling -- casing,ok,"Changed out handling equipment to 3 ½"", dies in AFT AR, BX elevators inserts and insert of the PS-21.."
15_9F122007,2018-05-03 13:51,01:45,02:00,0.0,drilling -- casing,ok,Held tool box talk prior to change out handling equipment and picking up clean out assy.
15_9F122007,2018-05-03 13:51,17:30,00:00,112.0,drilling -- wait,ok,"Raw water pumpe failed and left rig with only 1 out of 3 pumpes available. Due to the criticality of the pump delivering firewater, cooling water etc the drilling operation is p"
15_9F122007,2018-05-03 13:51,11:30,17:30,225.0,drilling -- trip,ok,"Continued to PU and RIH with 8 1/2"" pilot hole BHA from 32 m to 225 m. Meanwhile recovered ROV to surface to repair camera."
15_9F122007,2018-05-03 13:51,11:45,13:30,1062.0,drilling -- casing,ok,"Held tool box talk prior to pressure testing of the 7"" liner. Spaced out to middle pipe rams. Confirmed line up, leak tested line up to 310 bars 5 mins. Pressure tested 7"" liner pre"
15_9F122007,2018-05-03 13:51,10:30,11:30,32.0,drilling -- trip,ok,"Held tool box meeting prior to installing radioactive source. Barried off wellhead, moonpool and rigfloor. Installed radioactive source into ADN according to Schlumberger p"
15_9F122007,2018-05-03 13:51,06:00,08:00,0.0,drilling -- trip,ok,"POOH with 26"" HO BHA from 29 m to 8 m and racked back same. Held tool box meeting prior to POOH with 12 1/4"" x 17 1/2"" x 26"" hole opener assembly. Removed mast"
15_9F122007,2018-05-03 13:51,05:30,06:00,29.0,drilling -- drill,ok,"Continued POOH with 26"" HO BHA and racked back same."
15_9F122007,2018-05-03 13:51,04:30,05:30,29.0,drilling -- drill,ok,Held tool box meeting prior to removing master bushing and diverter inserts. Removed inserts.
15_9F122007,2018-05-03 13:51,07:00,09:30,0.0,interruption -- other,ok,Commisioned all 4 new tension cylinders.
15_9F122007,2018-05-03 13:51,04:30,05:00,139.0,interruption -- other,ok,Software problem on TDS (drawworks).
15_9F122007,2018-05-03 13:51,18:30,00:00,1350.0,drilling -- casing,ok,"MU cement stinger to 3 1/2"" DP and RIH. Stabbed into conductor housing assisted by ROV. When RIH with 338 m of 3 1/2"" DP, crossed over to 5 1/2"" and continu"
15_9F122007,2018-05-03 13:51,17:30,18:30,0.0,interruption -- other,ok,Trouble-shooted and repaired PRS software failure.
15_9F122007,2018-05-03 13:51,16:00,17:30,0.0,drilling -- drill,ok,"Held tool-box meeting prior to RIH with 3 1/2"" DP. Rigged up for running 3 1/2"" DP."
15_9F122007,2018-05-03 13:51,08:00,10:30,32.0,drilling -- trip,ok,"Held pre-job meeting. PU and RIH with 8 1/2"" pilot hole BHA to 32 m."
15_9F122007,2018-05-03 13:51,13:30,14:15,1062.0,drilling -- casing,ok,"Bled off pressure, had 4098 l in return. Broke out 4½"" IF to 5½"" FH X-O. Lined up to BOP."
15_9F122007,2018-05-03 13:51,14:15,16:30,1121.0,drilling -- casing,ok,"P/U Tie Back Mill. Held tool box talk prior to change out 5"" handling equipment to 5½"" handling equipment. P/U MFCT, Razor Back Scraper. Re-dressed PS-21 slips and eleva"
15_9F122007,2018-05-03 13:51,16:30,19:00,2008.0,drilling -- casing,ok,"Continued RIH with Clean out assy. on 5½"" DP  from 1121m to 2008m.  Checked flow rate/pressures. 58spm/118bars - 95spm/247bars"
15_9F122007,2018-05-03 13:51,01:15,02:00,1369.0,drilling -- drill,ok,"Displaced 200 m³ 1.4 SG mud. 5478 lpm, 259 bars. 80 rpm.  Rotated & reciprocated pipe F/ 1369m T/ 1355m."
15_9F122007,2018-05-03 13:51,02:00,06:00,1002.0,drilling -- drill,ok,"POOH w/ 26"" BHA. F/ 1369m T/ 1002m. Lubricated out due to over pull of 20 MT. F/ 1340m T/ 1303m and F/1102m T/1002. 442 lpm, 2.5 bars, 80 rpm, 8 -"
15_9F122007,2018-05-03 13:51,06:00,07:00,870.0,drilling -- drill,ok,"POOH w/ 26"" BHA. Lubricated  F/ 1002m T/ 870m. 442 lpm, 2.5 bars, 80 rpm, 8 - 20 KNm."
15_9F122007,2018-05-03 13:51,07:00,08:45,870.0,drilling -- drill,ok,"Displaced hole to 200 m³ 1.40 SG mud above Utsira. 4500 lpm, 165 bars, 80 rpm, 3 - 7 KNm."
15_9F122007,2018-05-03 13:51,08:45,12:30,415.0,drilling -- drill,ok,"Continued POOH F/ 870m T/ 415 m. Reamed back F/ 525 m T/ 415 m.  442 lpm, 2.5 bars, 80 rpm, 5 - 10 KNm."
15_9F122007,2018-05-03 13:51,12:30,13:45,415.0,drilling -- drill,ok,"Displaced well to surface with 140 m³ 1.40 SG mud. 4500 lpm, 168 bars, 80 rpm, 0 - 5 KNm."
15_9F122007,2018-05-03 13:51,13:45,15:00,120.0,drilling -- drill,ok,"Continued POOH F/ 415 m T/ 120 m. ROV observed well when pulling out of 30"" housing."
15_9F122007,2018-05-03 13:51,15:00,18:30,0.0,drilling -- drill,ok,"Held tool box meeting, racked back BHA in derrick. Stabilizers covered with clay."
15_9F122007,2018-05-03 13:51,18:30,20:00,0.0,drilling -- drill,ok,Cleaned Rig Floor. Simultaneously transfered CTS funnel from F-12 to F-4.
15_9F122007,2018-05-03 13:51,20:00,20:30,0.0,drilling -- casing,ok,Held tool box meeting prior to lower DCI frame from rig floor to below cellar deck.
15_9F122007,2018-05-03 13:51,20:30,21:45,0.0,drilling -- casing,ok,Removed protector guides on tensioner and centralizer deck. Lowered CTI frame to scaffolding below cellar deck and secured same.
15_9F122007,2018-05-03 13:51,21:45,22:30,0.0,drilling -- casing,ok,"Changed PDM head to 20"", Cleared rig floor."
15_9F122007,2018-05-03 13:51,22:30,22:45,0.0,drilling -- casing,ok,Held tool box meeting prior to RU for CSG running.
15_9F122007,2018-05-03 13:51,22:45,00:00,0.0,drilling -- casing,ok,"R/U for running 20"" CSG. Changed bails, elevators."
15_9F122007,2018-05-03 13:51,15:45,17:00,0.0,drilling -- trip,ok,"Held tool box meeting prior to pick up 26"" BHA and R/U for making up 26"" BHA."
15_9F122007,2018-05-03 13:51,17:00,17:30,0.0,drilling -- trip,ok,"Picked up 26"" Bit and motor assy. RIH same."
15_9F122007,2018-05-03 13:51,21:30,00:00,0.0,drilling -- trip,ok,"Continued M/U 26"" BHA. Had to use Rig tongs to M/U 17 1/4"" stabilizer. Performed tool box meeting prior to M/U 17 1/4"" stabilizer."
15_9F122007,2018-05-03 13:51,22:15,23:15,3132.0,drilling -- casing,ok,"Continued RIH with Clean out assy. on 5½"" DP  from 3017m to 3096m. M/U to TDS and scarped TCP gun hanger setting depth, from 3090m to 3125m with 100 spm, 300 bars"
15_9F122007,2018-05-03 13:51,23:15,00:00,3420.0,drilling -- casing,ok,"Continued RIH with Clean out assy. on 5½"" DP from 3132m to 3420m."
15_9F122007,2018-05-03 13:51,12:30,16:00,0.0,drilling -- other,ok,RD LPDR handling equipment and cleared rig floor. Removed spider and excess equipment from rig floor. Removed equipment from wellhead area. Greased and
15_9F122007,2018-05-03 13:51,06:00,12:30,0.0,drilling -- other,ok,"BO and LD 3 LPDR standard joints in singles using 5 1/2"" elevator attached to handling flange A."
15_9F122007,2018-05-03 13:51,00:00,06:00,0.0,drilling -- other,ok,"BO and LD 3 LPDR standard joints in singles using 5 1/2"" elevator attached to handling flange A."
15_9F122007,2018-05-03 13:51,15:45,00:00,1369.0,drilling -- drill,ok,"RIH to TD, circulated hole clean with SW 4500 lpm 165 bar, 80 rpm, 8 - 12 KNm. One mud pump out of services."
15_9F122007,2018-05-03 13:51,00:00,00:30,1369.0,drilling -- drill,ok,"Continued circulate hole clean with SW 4500 lpm 165 bar, 80 rpm, 8 - 12 KNm. Mud pump #3 out of services."
15_9F122007,2018-05-03 13:51,20:30,00:00,0.0,drilling -- trip,ok,Continued POOH w/ BHA and L/O same.
15_9F122007,2018-05-03 13:51,20:00,20:30,130.0,drilling -- drill,ok,"Flow checked well, well static. Held tool box talk prior to L/O BHA."
15_9F122007,2018-05-03 13:51,17:00,20:00,130.0,drilling -- drill,ok,"Changed out to 5"" DP handling equipment. Continued POOH from 1586 to 130m. Rectified problem with draw work."
15_9F122007,2018-05-03 13:51,16:30,17:00,1586.0,drilling -- drill,ok,Continued POOH from 1748m to 1586m.
15_9F122007,2018-05-03 13:51,12:45,15:15,1748.0,drilling -- drill,ok,Made up to TDS and pumped 5m³ 1.6 SG slug. Continued POOH from 2916m to 1748m. Draw work brake unable to release.
15_9F122007,2018-05-03 13:51,11:45,12:45,2916.0,drilling -- drill,ok,"Continued POOH from 3109m (pulled 5 stds wet) to 3013m. Performed torque readings, 10 rpm 10.9 kNm, 15 rpm 11.7 kNM, 20 rpm 11.7 kNm, Weight of the string during rotatio"
15_9F122007,2018-05-03 13:51,11:30,11:45,3109.0,drilling -- drill,ok,"Dropped 2 3/4"" drift. Performed kick drill. Flow checked well, well static."
15_9F122007,2018-05-03 13:51,07:15,10:15,3109.0,drilling -- drill,ok,"Commenced pump out of hole from 3517m to 3109m, 700 lpm 31bars. Up/down weight 167/134 MT. Monitored well static."
15_9F122007,2018-05-03 13:51,19:00,22:15,3017.0,drilling -- casing,ok,"Continued RIH with Clean out assy. on 5½"" DP  from 2008m to 3017m.  Checked flow rate/pressures. 54spm(1240lpm)/104bars - 95spm(2101lpm)/254bars. Pumped 50m³ co"
15_9F122007,2018-05-03 13:51,07:00,07:15,3517.0,drilling -- drill,ok,"Flow checked well, well static."
15_9F122007,2018-05-03 13:51,06:45,07:00,3517.0,drilling -- trip,ok,Down linked MWD Stethoscope
15_9F122007,2018-05-03 13:51,06:00,06:45,3517.0,drilling -- trip,ok,Continued taking pressure point according to Schlumberger procedure. Took 1 pressure point.
15_9F122007,2018-05-03 13:51,03:15,06:00,35.0,drilling -- trip,ok,Continued taking pressure points according to Schlumberger procedure. Took 6 pressure points.
15_9F122007,2018-05-03 13:51,00:00,01:45,3430.0,drilling -- trip,ok,Continued taking pressure points according to Schlumberger procedure. Took 3 pressure points before Geoservices unit did shut down.
15_9F122007,2018-05-03 13:51,10:00,11:00,12.0,drilling -- casing,ok,Removed CSG guide on Odfjell spider elevator due to ID being 9mm to small.
15_9F122007,2018-05-03 13:51,08:15,10:00,12.0,drilling -- casing,ok,"Pick up 20"" shoe, intermediate and float, and thread locked same."
